,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,Time
11,0.8223586066872011,0.615300630597048,0.5168039173928786,0.4797513630983472,0.43728377023455633,0.37106775705427614,0.28414979073359453,0.19247975722996402,0.11551453221102717,0.06260110313937371,0.0307607532798293,0.013235896695959332,2278.6055050597643,4241.946133517271,5447.136639635681,8467.564602157427,9291.176218530101,10397.467024507252,11762.209589234468,13237.665444885468,14636.984579073183,15857.105389828,16895.945564270038,32635.422396618775,2.777777777777778
12,0.8308342993642537,0.6272570324405132,0.5253743227308967,0.4841836556369015,0.44532734079855535,0.3831162750755984,0.29854940133326513,0.20591404518278647,0.12522820034547077,0.06850849696654637,0.033681777380610796,0.014501367296075422,2170.967350686635,4112.3754483137645,5272.604720011098,7876.237954960118,8582.374733956358,9557.31380319781,10797.624065684842,12175.171162511364,13505.593758948335,14673.381014147253,15685.530198899653,32361.261560840063,3.0303030303030303
13,0.8376557291437469,0.6371739816998606,0.5326384499341289,0.4880255684487543,0.45248516793637683,0.39423092321926423,0.3124203722992036,0.2195060456812604,0.1353983743299919,0.07497709653937076,0.03689221110803887,0.015946633724551892,2084.1245318416823,3999.4036780025626,5133.797861869836,7398.068833000255,8005.890111537197,8866.657683273166,9994.11737138619,11278.469270270696,12539.636847735688,13641.744837008826,14595.09620736958,31424.318461946525,3.282828282828283
14,0.8432079940431377,0.6454543783468265,0.5388283100848343,0.4913728623006024,0.4588782593381842,0.40445086355893545,0.32579230488542377,0.23291611313308458,0.1463373476445321,0.08147229198707448,0.04068619281610902,0.017512557078170173,2013.335832558775,3901.540221569205,5020.800435584778,7009.4937543661235,7535.533169133355,8298.632993486726,9325.404441791121,10528.58210723472,11723.40324197957,12771.56115816656,13653.849088722893,30076.683534588632,3.5353535353535355
15,0.8477732566005478,0.652412754401616,0.5441287565387337,0.49430279418837025,0.46459182103422847,0.4138665606033978,0.33848995745401594,0.24639252942659634,0.1573152426603973,0.08870388129177446,0.04453880190676485,0.019254987696026134,1955.0829979070186,3817.0835991488993,4927.104753751265,6691.535175800265,7149.640304282913,7829.169660946455,8768.274300188912,9898.332815072436,11041.536611403764,12041.355603899117,12865.539850505998,28516.214146746337,3.787878787878788
16,0.8515614417316234,0.6582957837586894,0.5486885005961556,0.49687543090980957,0.4697083490463767,0.4225059976123516,0.3505643386648299,0.2596229036411693,0.16865412598907342,0.09615228268558158,0.048756786420526124,0.02112418573126782,1906.726478598551,3744.330478448377,4848.318757946704,6429.28229035164,6830.709136813471,7438.807159564366,8300.753707448626,9367.402441003895,10467.38225505916,11434.108628770393,12211.009965211184,26886.703729159348,4.040404040404041
17,0.8547308153685326,0.6632980756123756,0.5526276209464984,0.49914107343977504,0.47429192125721636,0.43042823703388944,0.36195745285148845,0.27263154238353304,0.18007019331584156,0.10402989757787211,0.05315119719522599,0.0231383300330168,1866.2641670136582,3681.6853942573866,4781.3820231156815,6211.151083375999,6565.0209864114795,7111.661823004851,7905.727983860438,8915.690755624822,9981.917757106688,10925.426832964687,11670.678495021331,25283.96445980368,4.292929292929293
18,0.8574022506977814,0.6675740946817318,0.5560438742523548,0.5011409731644773,0.47840141952643506,0.4376754351444945,0.37268163126409953,0.2852895450818754,0.1915979776101379,0.11216052179267244,0.05780042571022992,0.025279992088198134,1832.1609288449326,3627.711657170021,4724.0818499633015,6028.2070691372755,6341.869388118339,6835.339904458356,7569.033259451643,8528.172465428046,9566.469713243463,10496.78584425105,11222.653950758535,23766.99015230008,4.545454545454546
19,0.8596691188075822,0.6712472603856195,0.5590172679157669,0.5029100159979499,0.48208729909721076,0.44429564522972637,0.38273319330398775,0.2975483473397426,0.20314164095467493,0.12052826181836689,0.06267102195264627,0.02754644655819836,1803.2274027316844,3581.1470747434178,4674.759599532481,5873.561432259605,6152.967532853701,6600.107159399707,7279.72465082061,8192.427902758856,9207.028022139186,10131.399929332849,10848.512156920924,22367.60313002915,4.7979797979797985
20,0.8616043524066274,0.6744168447041979,0.5616137054327816,0.5044777342204297,0.4853945324466784,0.45033430724261353,0.39212201988225887,0.3093571876530173,0.21463211059319826,0.12908970480993773,0.06774298512429197,0.02993231897598749,1778.5328471492603,3540.9005382853948,4632.129283813231,5741.8882561051005,5991.8869059475355,6398.389107846632,7029.215459549673,7898.883001335318,8892.443830152777,9815.99135297982,10532.827744094539,21099.050739570208,5.050505050505051
21,0.8632654939350762,0.6771632352913328,0.563887812283796,0.5058692033722514,0.4883637587898827,0.45583249416252475,0.4008759072505571,0.320639120508314,0.2260884874516895,0.1376770700811683,0.07309154651749042,0.03241692647215901,1757.3419235184328,3506.0388050638308,4595.164923067526,5629.04584176743,5853.615138040301,6224.296625592446,6810.700025386138,7640.4784474636845,8613.347513328337,9541.315884823538,10262.34462203032,19962.648924202193,5.303030303030304
22,0.8646983840055643,0.679551975311954,0.5658850201617686,0.5071065620692072,0.4910280471737395,0.460844059170313,0.4089717169286105,0.33150326950377,0.23713969043924574,0.14668461078890255,0.07835140835925834,0.0350429694716542,1739.0683746037544,3475.7689597513922,4563.030426813138,5531.7815490677085,5734.2490193119165,6073.073365167167,6619.341982508096,7410.204679205185,8366.064516260401,9295.302474223285,10030.555279753062,18951.93382587531,5.555555555555556
23,0.8659398735145603,0.6816368280492062,0.567643551907206,0.5082077521781555,0.4934228956303427,0.4653926134131458,0.41649897252478973,0.3417295557218255,0.24817909105534064,0.15542321469388823,0.08399956211181674,0.03772772523310637,1723.2407054869961,3449.4203418205657,4535.030966073238,5447.52765282614,5630.646923346249,5941.188617728112,6450.39844268311,7205.467297797545,8141.449871737694,9077.823832708931,9825.330099484689,18057.48618208003,5.808080808080809
24,0.8670198313368557,0.6834622137278379,0.569195400497469,0.5091897111751423,0.4955727173588088,0.46953388019814224,0.42341818932864944,0.35151984141629755,0.2586729891795153,0.1645524525391671,0.089447664244747,0.04054510171545467,1709.4766466176757,3426.4265393146047,4510.5854210293655,5374.219317509097,5540.360242852443,5825.527677135529,6301.183171703803,7020.795040348801,7940.195501057302,8877.721752707323,9646.152030658028,17266.897362064803,6.0606060606060606
25,0.8679626688475184,0.6850650172145648,0.5705678179498526,0.5100659023498338,0.4975058272238182,0.4732906476508419,0.4298096332297485,0.36071354519930227,0.2689365392242389,0.17350255675050022,0.09508649991397328,0.04342142435842881,1697.4638035626358,3406.309876149529,4489.200762279579,5310.195017030081,5461.353522879832,5723.820419388316,6168.549806060994,6854.860971360799,7756.064893188894,8696.366732874218,9484.769275024399,16568.59299433055,6.313131313131313
26,0.8687884802353528,0.686476074696247,0.5717838928958073,0.5108486659899448,0.49924434665380957,0.4766987646507413,0.435695104279423,0.3693444265673638,0.27886609077816177,0.18232696827478412,0.10081156180277423,0.046355659500301634,1686.945043827034,3388.6670533893443,4470.458667151713,5254.092393530876,5391.990911120066,5634.085992039095,6050.386765476952,6705.129083601139,7587.41889500672,8530.209007319745,9338.551511510099,15950.909626230094,6.565656565656566
27,0.8695139253444754,0.6877212946114349,0.5728633946305386,0.5115484387517872,0.5008097475465145,0.4797842129969755,0.4411251167591885,0.3773616449237348,0.2885735945785093,0.19076228189375213,0.10678471035583803,0.04930506146401116,1677.707235959703,3373.157253867822,4454.001840535171,5204.789361232129,5330.907152198593,5554.749312554213,5944.691850740413,6570.298132577224,7431.160305587055,8379.287657361425,9203.180672980423,15403.45749072924,6.818181818181818
28,0.8701529056183522,0.6888225695369513,0.5738232448620092,0.5121745880301412,0.5022200342131135,0.48257635931372905,0.44612793084610786,0.38479063471652386,0.29801445130877935,0.19879696808952357,0.11296289607484676,0.052256845736378184,1669.5725843272523,3359.4918086976295,4439.52508681812,5161.349852525092,5276.975060281173,5484.44727762142,5849.957919086119,6448.703833746137,7286.055468664518,8241.800441761423,9076.832474936256,14916.74837372741,7.070707070707071
29,0.8707170889793951,0.689798509148429,0.5746778443121549,0.5127364354869591,0.5034862276236043,0.4851229469575852,0.45065561190909476,0.39189864139366565,0.3065685734758265,0.20735251772878102,0.11849675008890394,0.05532898080279924,1662.3918942263167,3347.425451872103,4426.7685536083145,5122.980203441169,5229.293883519746,5421.837095454791,5765.608408909546,6336.70515576019,7156.522745658193,8107.670699322466,8965.611048578883,14481.438125737472,7.3232323232323235
30,0.8712163333890443,0.6906649497834496,0.5754399322328502,0.5132401848524607,0.5046276438038476,0.4874279842586095,0.45481328500255813,0.398467986448928,0.3147966875850386,0.21550641466568632,0.12411897635634328,0.05838709627957243,1656.039187946795,3336.7497409871526,4415.506607676984,5089.023526414144,5187.0173457284445,5366.131537687027,5689.82373058591,6235.364261891189,7036.275523901656,7984.210435927544,8861.296116645244,14091.338525719111,7.575757575757576
31,0.8716590030799377,0.6914354802072199,0.5761203823293939,0.5136924310080436,0.5056561272701994,0.48951816340407966,0.4586135184296213,0.4045742041332389,0.3225681362076139,0.22343231995883156,0.12963360825858322,0.06144426395231799,1650.407599468948,3327.2865056918104,4405.547011780463,5058.913309588941,5149.472154722205,5316.454024187316,5621.782155016589,6143.187391583538,6925.6290085178225,7868.79218861995,8764.545039855071,13740.135380758556,7.828282828282829
32,0.8720522353169147,0.6921217704681368,0.5767287879030748,0.5140981076617294,0.5065863318730771,0.4914017598448987,0.46212683028279816,0.41010704985400864,0.3302075656629236,0.23057687745922004,0.13549462233367957,0.06440832868096107,1645.4059858711244,3318.883324089367,4396.7231442375505,5032.171460820054,5116.045126575759,5272.196079282071,5560.236979611489,6060.533158899852,6820.827433064275,7765.706245696274,8670.195898807897,13423.293319462231,8.080808080808081
33,0.8724021394289035,0.692733933916352,0.5772732401253255,0.5144633528652536,0.5074233061859729,0.49311817824055654,0.4653036843364353,0.41532755626306167,0.337145686083764,0.23785990031592724,0.1408473100411047,0.06740362452935994,1640.9563303421276,3311.408899253522,4388.894012967142,5008.374846897094,5086.280802148667,5232.541028507141,5505.145596250184,5984.422113163103,6726.524722761365,7665.722657460379,8585.384885466467,13135.353700786236,8.333333333333334
34,0.8727139764193825,0.6932807067298424,0.577761013223274,0.5147922825301683,0.5081776471624104,0.4946786686272134,0.4681894655070565,0.42019486257330374,0.3435518692022205,0.2450148578400968,0.145890673885705,0.07038296896190897,1636.991495399159,3304.750315735759,4381.936136630399,4987.167817014975,5059.731802008202,5196.998653152589,5455.6601050020945,5914.7591808313755,6640.622949646377,7570.724147005028,8507.607346961742,12872.931267231017,8.585858585858587
35,0.872992293027029,0.6937696655316516,0.5781986021079362,0.5150878165434462,0.5088618484582436,0.49608252535990804,0.47086246075112426,0.42456373029739614,0.3498506663741194,0.2513434414983046,0.15124036376331304,0.07322853933452621,1633.4534888249775,3298.810117140147,4375.741676617635,4968.2477766432485,5035.9826023936885,5165.244097195215,5410.689415953836,5852.487040715332,6558.737573124506,7486.688048804713,8430.599639866492,12633.801779449655,8.83838383838384
36,0.8732410237211455,0.6942074541998448,0.5785914247753661,0.515354349956941,0.5094791902192313,0.4973594850390269,0.47328834813144594,0.4286310949539036,0.35563424340126654,0.2575375658502284,0.15625174886014628,0.07603620649896531,1630.2921141352285,3293.5034460061315,4370.219896422911,4951.339515961786,5014.742440971463,5136.716834260081,5370.23783536084,5795.433623522093,6484.267947533446,7406.775116485163,8359.86909036036,12414.522728923426,9.090909090909092
37,0.8734635922745846,0.6945998643162631,0.5789443689096664,0.5155950199662453,0.5100361013308405,0.4985225285406082,0.47548595823481665,0.432421614883738,0.3609189477818989,0.26360402761654655,0.16089646038665054,0.07880078701072629,1627.4637160558068,3288.7566656381878,4365.290985771818,4936.208827328539,4995.72684402058,5111.050112832308,5333.860154807356,5743.072712717546,6416.734626737211,7330.560394081925,8295.278314849525,12212.874399526088,9.343434343434344
38,0.8736629872001005,0.6949519554569517,0.579261851110867,0.5158119601314395,0.5105409734557101,0.4995739111722042,0.47750409578581615,0.4358663397755976,0.36594356051247,0.26916782324623634,0.1655182778467581,0.081453929880076,1624.930210641996,3284.5057207454524,4360.884572651383,4922.655960892738,4978.66331755402,5088.009142815038,5300.869842211105,5695.786765952224,6353.641224337044,7261.210380891122,8233.296811156439,12027.491998209243,9.595959595959597
39,0.8738418196512976,0.6952681825273781,0.5795476817860542,0.5160076245497454,0.5109989632455665,0.5005247562012629,0.4793565632171175,0.4389980875912533,0.37069806330137867,0.2742766754968207,0.17007478672595958,0.08399471427241186,1622.6583217746136,3280.6945211333846,4356.940183279474,4910.502441393556,4963.334038226429,5067.305076364192,5270.935805750199,5653.049059627723,6294.836744817689,7198.014711268629,8174.0232198935755,11856.756580292928,9.84848484848485
40,0.8740023729528512,0.695552497461364,0.5798050134645538,0.5161855132487984,0.5114093630143342,0.501403745474078,0.48099470127532906,0.4420274286277989,0.3747429334672712,0.2797175635471099,0.17382274635609668,0.0865470680726993,1620.6189337289861,3277.2736368743545,4353.407053715931,4899.582703420528,4949.595856924521,5048.510702780877,5244.332309134278,5612.714020619123,6244.1852896257005,7133.444393104272,8124.095083474507,11698.271253491566,10.101010101010102
41,0.8741466682873061,0.6958082962494319,0.5800372573864598,0.5163450241877325,0.511786798992043,0.5021824831371013,0.48255409068448135,0.4446153503115741,0.3789656323649386,0.284023197023177,0.17815346802169965,0.0888627767081025,1618.7863477888357,3274.2004866352595,4350.23507012803,4889.777171371955,4937.185839299717,5031.746884248428,5219.648531028425,5577.756828826345,6193.2741398505705,7080.904069732648,8070.391228798011,11552.84381880533,10.353535353535355
42,0.8742764685109506,0.6960386760800908,0.5802467575598862,0.5164897319195207,0.5121274862342887,0.5028956323914472,0.4839582348499524,0.4470453240085246,0.3827412786428237,0.28829297703701007,0.1820400648062729,0.09111881500790087,1617.1380797227864,3271.436704831819,4347.386593328265,4880.952231456269,4926.023436573001,5016.569234000211,5197.458752567777,5545.402340804872,6147.737445222084,7030.024649015986,8022.24249703537,11418.004924269577,10.606060606060607
43,0.8743933305417174,0.6962463648596681,0.5804356867248033,0.5166222366426115,0.5124306482046928,0.5035641964876931,0.485174157575286,0.4494634062243961,0.38578125832089244,0.29306533566391396,0.1849743600388222,0.09340434817951483,1615.654284382624,3268.9485833412305,4344.827756833343,4872.994185813229,4916.014756616005,5002.67493445337,5177.950520751152,5514.16794240317,6110.111553386778,6975.661053083693,7984.194666448246,11292.121717324517,10.85858585858586
44,0.8744986517369537,0.6964336545904296,0.5806068263576832,0.5167398607324514,0.5127155116570165,0.5041388381828293,0.4863907321833265,0.45136963391336876,0.3893423836174655,0.2962359871984191,0.1889832440077561,0.09535910287545653,1614.3172520721735,3266.7075115253156,4342.520904069531,4865.837217574639,4906.897749001072,4990.424217944456,5159.269713702457,5488.576701369832,6068.620285871155,6937.192230607366,7937.308015821264,11177.320532294365,11.111111111111112
45,0.8745936335258122,0.6966027807728122,0.5807612707410074,0.516848357465795,0.5129668224651509,0.5046868768221168,0.487420336977254,0.45335062761142647,0.3920697790897317,0.300159537261613,0.1918287685066193,0.09738189403678375,1613.1116014966876,3264.6863152487444,4340.4456005955435,4859.3670187887155,4898.731628639413,4979.110931607241,5143.0640784800025,5463.090665628152,6035.719357001856,6892.6681949564545,7902.20718264379,11069.659321007395,11.363636363636365
46,0.8746793729965429,0.6967555441451365,0.5809012559631129,0.5169454543245067,0.5132003793889782,0.5051679740867994,0.4884161651970799,0.4550061853898014,0.3949759052513838,0.3031512830793968,0.19514283647978325,0.09918234213280344,1612.0234378847354,3262.8626335111303,4338.572170110812,4853.533426020385,4891.304974257425,4969.033469539094,5127.83356481371,5441.333477273665,6001.92639497922,6857.6080701586125,7863.648881030733,10970.865799675694,11.616161616161618
47,0.8747568202290876,0.696893680565572,0.5810278634770374,0.5170344708216487,0.5134092374034156,0.5056177914410068,0.4892883527167392,0.4566292469787057,0.39739903415470496,0.3063707391261728,0.19783495817564073,0.10095985255449977,1611.0406248307877,3261.215388059884,4336.882793153205,4848.255160533261,4884.619186672571,4959.796812510256,5114.340155632599,5420.512374946495,5973.294194365399,6821.170093848681,7831.647047094121,10878.759602293372,11.86868686868687
48,0.8748268299115968,0.6970186768983034,0.5811424617749517,0.5171160106634833,0.5135965270923489,0.5060361730770333,0.49005786086047215,0.4581911583871001,0.399457939447031,0.309664719699661,0.2000610600891,0.10268968774578921,1610.1522934935474,3259.7263977397533,4335.357975118267,4843.4763116503045,4878.591873131559,4951.344384475714,5102.326947251072,5400.825354226247,5948.648166655977,6784.695355030224,7804.669834645891,10793.024675276101,12.121212121212121
49,0.8748901746142832,0.6971317903941496,0.5812467187069233,0.5171880575881136,0.5137748144908305,0.5063913708512425,0.4908409523568582,0.45939611615713444,0.40189281672705235,0.3117968689400981,0.20304501823886328,0.10415406567862269,1609.3486754929559,3258.3801221194317,4333.976293670986,4839.164785723482,4873.062023112989,4943.917873748475,5090.661102403576,5384.955145184376,5921.060174872747,6759.578042390266,7771.292930279124,10714.974090586178,12.373737373737374
50,0.8749475112392561,0.6972343156304894,0.581340968766243,0.5172554641576196,0.5139298014610881,0.5067392326368538,0.4914824236993113,0.4607085539422305,0.4036431536627197,0.31462251940247044,0.20500316381514677,0.10567967366635905,1608.6213273955666,3257.161124618286,4332.729421019571,4835.246366659306,4868.115493807355,4936.955966523742,5080.731728845197,5368.542642657217,5900.306499707425,6728.5525652351635,7747.988653292614,10641.525074386185,12.626262626262626
51,0.8749994607645211,0.697327211597155,0.5814268282364569,0.5173150334591711,0.5140776225304641,0.5070346527992582,0.49213493915486467,0.4617253233454266,0.4056945023042772,0.31648557201213595,0.20756549301596278,0.10697618274354313,1607.9624337350192,3256.057468422582,4331.5977759810685,4831.706573684259,4863.56933527863,4930.834555556284,5071.080520968441,5355.278688132812,5877.197945651083,6706.920445434283,7719.583521717982,10574.656552436125,12.878787878787879
52,0.8750465440974418,0.6974115224798262,0.5815045042482881,0.5173709926149964,0.5142056596265443,0.5073258291778827,0.4926653950899941,0.46284079979952525,0.40714616825058597,0.3189560952213033,0.20922528730663786,0.10832275363444027,1607.3652920888517,3255.0567725671294,4330.575391420044,4828.483940918873,4859.503065406975,4925.072579340425,5062.9021077748785,5341.465029708926,5860.0411308979765,6680.074563879338,7699.996320106269,10511.738992784436,13.131313131313131
53,0.8750892529895036,0.6974880366837798,0.5815751523182464,0.5174216010639983,0.5143237061841817,0.5075870881467371,0.4931639534323682,0.4638239430777298,0.40857591569083324,0.32108057709378696,0.21092529042003424,0.10955289405670328,1606.8236991671467,3254.149326274677,4329.647982281002,4825.56140529518,4855.798533159727,4919.874894929967,5055.326474828506,5329.206649139286,5843.438785644522,6656.8133285596705,7680.438888504518,10453.799907021428,13.383838383838384
54,0.8751280211351726,0.6975574952958887,0.5816395730314401,0.5174666556590165,0.5144352783386871,0.5078129940432773,0.4936574452134386,0.4646210725307347,0.4101330959553314,0.32262644431376625,0.21291640792792785,0.11062590049027439,1606.332157290093,3253.326122696597,4328.8049691135975,4822.914429793979,4852.397274363201,4915.262936298855,5048.07424499156,5318.968156729666,5825.970482935471,6639.254971766087,7658.5434039510355,10400.871451861178,13.636363636363637
55,0.8751632197999232,0.697620655314502,0.5816978767378405,0.5175094061521643,0.5145307266102688,0.5080395062679899,0.49404841998955856,0.4655175936115631,0.4111788324196987,0.3247203330619505,0.21410933198238422,0.11174580424376256,1605.8858840957364,3252.578241978851,4328.042534454551,4820.497623051479,4849.361774693905,4910.879208045208,5042.020910809928,5308.07392426346,5813.528427796368,6616.918581444806,7644.373858218046,10351.005574864248,13.88888888888889
56,0.8751952188146523,0.6976779916991814,0.5817515007056168,0.5175452336898062,0.514629599591972,0.5082089370618289,0.49451735202512914,0.46603380287282004,0.4128526685179078,0.32543028323850637,0.2164173810581552,0.11256815561300192,1605.480291804965,3251.8995817935,4327.344873617907,4818.321764156528,4846.495151035503,4907.233157426271,5035.469715441164,5300.945168385822,5795.518045761635,6607.687964705127,7620.156131564513,10306.759172600692,14.141414141414142
57,0.8752242886953379,0.6977302661341045,0.5817995432212004,0.5175823303830169,0.5147033620726451,0.5084161229540859,0.49479093083644043,0.4669321866849953,0.41339772417397885,0.32778814935279504,0.21688342788871395,0.11364030765663781,1605.1117654812983,3251.2815685470405,4326.718147464286,4816.312319954036,4844.033997951908,4903.4291268997595,5030.931105643083,5290.489018039348,5788.2045440719585,6583.422948184946,7613.28129636314,10263.416837092387,14.393939393939394
58,0.8752507508295088,0.6977777323719795,0.5818440073091186,0.5176122552260654,0.5147853398511361,0.5085591800147814,0.49517827514987134,0.4673811564461753,0.4147716505813201,0.3284650724822322,0.21878814426802295,0.11436541173811023,1604.7764200498825,3250.7204921220577,4326.141826632343,4814.510184283767,4841.662195639836,4900.38888743627,5025.521285183008,5284.394424055177,5773.413255810696,6574.966322764405,7593.303000469094,10225.636738849447,14.646464646464647
59,0.8752748163763102,0.6978210431536934,0.581883926747323,0.5176429532558631,0.5148476495673933,0.5087296038350201,0.49541576423063766,0.46811101395496224,0.41529237635962296,0.33035966990367466,0.21930044719850064,0.11526863094475975,1604.4713982609235,3250.2090926427204,4325.623128397997,4812.846163160954,4839.614172704776,4897.251717232643,5021.665205570074,5275.871621277717,5766.720766941148,6555.4188288157375,7586.449451827872,10188.915094165048,14.8989898989899
60,0.8752967431516399,0.697860414580184,0.5819208490295392,0.5176680361936206,0.5149155107476358,0.5088510659115711,0.4957343850567093,0.4685051789198069,0.41641176930981444,0.33100920237712966,0.22085253424027496,0.11590694900640408,1604.193577439396,3249.7442791783974,4325.146150896452,4811.3503161773815,4837.649937238275,4894.7070711933,5017.206903933089,5270.620245235274,5754.646718673504,6547.596937219946,7570.147074411025,10156.685933384968,15.151515151515152
61,0.8753167124988345,0.69789631773298,0.581954371996046,0.517691810479507,0.5149743184206419,0.5089722969315059,0.49599600072115374,0.46894799642184654,0.4172482054656853,0.33193502245028783,0.22196454096811236,0.11655817977031488,1603.9405609604387,3249.3207136918068,4324.71323723645,4809.981139995215,4835.887833356335,4892.292040826987,5013.412074495171,5265.061726747265,5745.349614159204,6537.376435766062,7558.099402895014,10126.497562976487,15.404040404040405
62,0.8753349087536558,0.6979290625637801,0.5819848791265646,0.5177139780613808,0.5150264381541398,0.5090883273126118,0.4962207312408067,0.4693948265907211,0.41792564341778626,0.3329473344939696,0.22283183648727692,0.11718958194998769,1603.7100193079318,3248.9346501518326,4324.319593383104,4808.729744995307,4834.295346580227,4890.040529427623,5010.081535987492,5259.596315204336,5737.665482365531,6526.501612316033,7548.478149573263,10098.451456963221,15.656565656565657
63,0.875351499600806,0.6979589205000915,0.5820127697213106,0.5177339934165982,0.5150750133094325,0.5091917550857115,0.4964346163273113,0.46978202570272787,0.4185945887748445,0.33379190358912714,0.22372282689491904,0.11775804051692677,1603.49984068271,3248.5827885949657,4323.960409335735,4807.589957090904,4832.834143893796,4888.010043507907,5006.9625639643145,5254.801814918759,5730.185685668186,6517.315858293,7538.779499755108,10072.752672611101,15.90909090909091
